,Source,Source duplicate client#,Client #,SQL_ClientIdSubId,Client Group,SQL_Client Group,Client Name,SQL_Client Name,Address,SQL_Address,City,SQL_City,State,SQL_State,ZipCode,SQL_ZipCode,Year End,SQL_Year End,Eng Ltr Fees if Inlcluded,SQL_Eng Ltr Fees if Inlcluded,Tax Eng Ltr Type,SQL_Tax Eng Ltr Type,States/Localities,SQL_States/Localities,Changes in States/Localities,SQL_Changes in States/Localities,AA Eng Ltr Type,SQL_AA Eng Ltr Type,AA Financial Framework (FF),SQL_AA Financial Framework (FF),AA Departure from FF?,SQL_AA Departure from FF?,AA Not Independent?,SQL_AA Not Independent?,Eng Ltr Contact,SQL_Eng Ltr Contact,Eng Ltr Contact Email,SQL_Eng Ltr Contact Email,OS Client,SQL_OS Client,CAL Contact,SQL_CAL Contact,CAL Contact Email,SQL_CAL Contact Email,CAL Contact 2,SQL_CAL Contact 2,CAL Contact Email 2,SQL_CAL Contact Email 2,Depreciation Schedule Sent w/ CAL?,SQL_Depreciation Schedule Sent w/ CAL?,"Other Comments, Changes, etc.","SQL_Other Comments, Changes, etc.",Primary,SQL_Primary,Status Client Group,Status Client Name,Status Address,Status City,Status State,Status ZipCode,Status Year End,Status Eng Ltr Fees if Inlcluded,Status Tax Eng Ltr Type,Status States/Localities,Status Changes in States/Localities,Status AA Eng Ltr Type,Status AA Financial Framework (FF),Status AA Departure from FF?,Status AA Not Independent?,Status Eng Ltr Contact,Status Eng Ltr Contact Email,Status OS Client,Status CAL Contact,Status CAL Contact Email,Status CAL Contact 2,Status CAL Contact Email 2,Status Depreciation Schedule Sent w/ CAL?,"Status Other Comments, Changes, etc.",Status Primary
154,Caudill Cyndi.xlsm,,135595,135595.TAX,TED ENNENBACH,TED ENNENBACH,"Primary Medical of Indiana, PSC",PRIMARY MEDICAL OF INDIANA PSC,"4211 Springhurst Boulevard, Suite 101",4211 SPRINGHURST BLVD. STE. 201,Louisville,LOUISVILLE,Kentucky,KY,40241,40241,12,12,,,1120,1120,Indiana,Indiana,,,,,,,,,,,Ted Ennenbach,Ted Ennenbach,ted@bodyshapesmd.com,ted@bodyshapesmd.com,,,John Phillips,John Phillips,jphillips@bodyshapesmd.com,jphillips@bodyshapesmd.com,,,,,,,,,"Caudill, Cyndi","Caudill, Cyndi",,,Address,,State,,,,,,,,,,,,,,,,,,,,
155,Caudill Cyndi.xlsm,,135596,135596.TAX,TED ENNENBACH,TED ENNENBACH,"Primary Medical of Kentucky, PSC",PRIMARY MEDICAL OF KENTUCKY PSC,"4211 Springhurst Boulevard, Suite 101",4211 SPRINGHURST BLVD. STE 201,Louisville,LOUISVILLE,Kentucky,KY,40241,40241,12,12,,,1120,1120,Kentucky and Louisville,Kentucky and Louisville,,,,,,,,,,F,Ted Ennenbach,Ted Ennenbach,ted@bodyshapesmd.com,ted@bodyshapesmd.com,,F,John Phillips,John Phillips,jphillips@bodyshapesmd.com,jphillips@bodyshapesmd.com,,,,,,,,,"Caudill, Cyndi","Caudill, Cyndi",,,Address,,State,,,,,,,,,,AA Not Independent?,,,OS Client,,,,,,,
156,Caudill Cyndi.xlsm,,135202,135202.TAX,TED ENNENBACH,TED ENNENBACH,"BSM Holdings, LLC",BSM HOLDINGS LLC,"4211 Springhurst Boulevard, Suite 101",7004 COURT OF THE WOODS,Louisville,LOUISVILLE,Kentucky,KY,40241,40241,12,12,,,1120S,1120S,"Indiana, Kentucky, Ohio, Louisville, Lexington, and Cincinnati","Indiana, Kentucky, Ohio, Louisville, Lexington, and Cincinnati",,,,None,,,,,,F,Ted Ennenbach,Ted Ennenbach,ted@bodyshapesmd.com,ted@bodyshapesmd.com,,F,John Phillips,John Phillips,jphillips@bodyshapesmd.com,jphillips@bodyshapesmd.com,,,,,Tax,,Depr sch is for New Vitalis under this client # - emailed Cyndi,Depr sch is for New Vitalis under this client # - emailed Cyndi,"Caudill, Cyndi","Caudill, Cyndi",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,Depreciation Schedule Sent w/ CAL?,,
157,Caudill Cyndi.xlsm,,100258,100258.TAX,TERRA COTTA REHAB,TERRA COTTA REHAB,"Terra Cotta Rehab & Contracting, LLC",TERRA COTTA REHAB & CONTRACTING LLC,616 Dublin Circle,616 DUBLIN CIRCLE,Louisville,LOUISVILLE,Kentucky,KY,40229,40229,12,12,,,1065,1065,"Indiana, Kentucky, Tennessee, Louisville, and City of Frankfort","Indiana, Kentucky, Tennessee, Louisville, and City of Frankfort",,,,None,,,,,,F,Matt Terranova,Matt Terranova,mjt8901@windstream.net,mjt8901@windstream.net,X,T,Kellie Kowalski,Kellie Kowalski,kkowalski@hsccpa.com,kkowalski@hsccpa.com,,,,,,,,,"Caudill, Cyndi","Caudill, Cyndi",,,,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
158,Caudill Cyndi.xlsm,,134387,134387.TAX,WISE FAMILY AND COMPANIES,WISE FAMILY AND COMPANIES,"Wise Technical Manufacturing, LLC",WISE TECHNICAL MANUFACTURING LLC,800 Industrial Boulevard,800 INDUSTRIAL BLVD,New Albany,NEW ALBANY,Indiana,IN,47150,47150,12,12,,,1120S,1120S,Indiana and Kentucky,Indiana and Kentucky,,,,None,,,,,,,David Wise,David Wise,david@wisetechnical.com,david@wisetechnical.com,X,T,Kellie Kowalski,Kellie Kowalski,kkowalski@hsccpa.com,kkowalski@hsccpa.com,,,,,,,,,"Caudill, Cyndi","Caudill, Cyndi",,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,OS Client,,,,,,,
159,Caudill Cyndi.xlsm,,134388,134388.TAX,WISE FAMILY AND COMPANIES,WISE FAMILY AND COMPANIES,"Wise Technical Marketing, Inc.",WISE TECHNICAL MARKETING INC,1430 Cherokee Road,1430 CHEROKEE ROAD,Louisville,LOUISVILLE,Kentucky,KY,40204,40204,12,12,,,1120S,1120S,"Indiana, Kentucky, and Louisville","Indiana, Kentucky, and Louisville",,,,None,,,,,,,Sue Wise,Sue Wise,sue@wisetechnical.com,sue@wisetechnical.com,X,T,Cyndi Caudill,Cyndi Caudill,ccaudill@hsccpa.com,ccaudill@hsccpa.com,,,,,,,,,"Caudill, Cyndi","Caudill, Cyndi",,,,,State,,,,,,,AA Eng Ltr Type,,,,,,OS Client,,,,,,,
160,Caudill Cyndi.xlsm,,135820,135820.TAX,RANKIN,RANKIN,"Sagamore Green, LLC",SAGAMORE GREEN LLC-TAX,2000 Camargo Road,2000 CAMARGO ROAD,Louisville,LOUISVILLE,Kentucky,KY,40207,40207,12,12,,,1065,1065,Kentucky and Louisville,Kentucky and Louisville,,,,,,,,,,F,Ann Fleming,Ann Fleming,annrfleming@gmail.com,annrfleming@gmail.com,,F,Ann Fleming,Ann Fleming,annrfleming@gmail.com,annrfleming@gmail.com,,,,,,,,,"Caudill, Cyndi","Caudill, Cyndi",,Client Name,,,State,,,,,,,,,,AA Not Independent?,,,OS Client,,,,,,,
161,Conapinski Kyle.xlsm,,8988,8988.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Renewable Resources, LLC",RENEWABLE RESOURCES LLC,944 North Baker Road,944 N. BAKER ROAD,Boonville,BOONVILLE,Indiana,IN,47601,47601,12,12,,,1065,1065,Indiana,Indiana,,,Comp - No Disc,Comp - No Disc,Tax,Tax,,,,,Jordan Aigner,Jordan Aigner,jordana@aignerconstruction.com,jordana@aignerconstruction.com,,,Carra Meuth,Carra Meuth,carram@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,,,,,,,,,,,,,,
162,Conapinski Kyle.xlsm,,9684,9684.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Aigner Investments, LLC",AIGNER INVESTMENTS LLC,944 North Baker Road,944 N BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601-9509,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,Pam Aigner,Pam Aigner,pama@aignerconstruction.com,pama@aignerconstruction.com,,,Carra Meuth,Carra Meuth,carram@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
163,Conapinski Kyle.xlsm,,9685,9685.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Campbell Township, LLC",CAMPBELL TOWNSHIP LLC,944 North Baker Road,944 N BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601-9509,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,Pam Aigner,Pam Aigner,pama@aignerconstruction.com,pama@aignerconstruction.com,,,Carra Meuth,Carra Meuth,carram@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
164,Conapinski Kyle.xlsm,,9686,9686.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Kelley Lake Estates, LLC",KELLEY LAKE ESTATES LLC,944 North Baker Road,944 N BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601-9509,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,Pam Aigner,Pam Aigner,pama@aignerconstruction.com,pama@aignerconstruction.com,,,Carra Meuth,Carra Meuth,carram@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
165,Conapinski Kyle.xlsm,,9687,9687.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"HY-Rock Properties, LLC",HY-ROCK PROPERTIES LLC,944 North Baker Road,944 N BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601-9509,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,Pam Aigner,Pam Aigner,pama@aignerconstruction.com,pama@aignerconstruction.com,,,Carra Meuth,Carra Meuth,carram@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
166,Conapinski Kyle.xlsm,,9964,9964.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Oakland Holdings, LLC",OAKLAND HOLDINGS LLC,944 North Baker Road,944 N BAKER ROAD,Boonville,BOONVILLE,Indiana,IN,47601,47601,12,12,,,1065,,Indiana,,,,,,,,,,,,Jordan Aigner,,jordana@aignerconstruction.com,,,,Jordan Aigner,,jordana@aignerconstruction.com,,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,Tax Eng Ltr Type,States/Localities,,,,,,Eng Ltr Contact,Eng Ltr Contact Email,,CAL Contact,CAL Contact Email,,,,,
167,Conapinski Kyle.xlsm,,9111,9111.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Jerry Aigner Construction, Inc.",JERRY AIGNER CONSTRUCTION INC,944 North Baker Road,944 N BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601,12,12,,,1120S,1120S,"Indiana, Illinois, Kentucky, and Mississippi","Indiana, Illinois, Kentucky, and Mississippi",,,,None,,,,,,F,Jordan Aigner,Jordan Aigner,jordana@aignerconstruction.com,jordana@aignerconstruction.com,,F,Lindsey,Carra Meuth,lindseyf@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,CAL Contact,CAL Contact Email,,,,,
168,Conapinski Kyle.xlsm,,9123,9123.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"Aigner Engineering, Inc.",AIGNER ENGINEERING INC,944 North Baker Road,944 N BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601,12,12,,,1120S,1120S,Indiana,Indiana,,,,None,,,,,,F,Jordan Aigner,Jordan Aigner,jordana@aignerconstruction.com,jordana@aignerconstruction.com,,F,Lindsey,Carra Meuth,lindseyf@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,CAL Contact,CAL Contact Email,,,,,
169,Conapinski Kyle.xlsm,,9141,9141.TAX,AIGNER CONSTRUCTION,AIGNER CONSTRUCTION,"A Hy-Rock Self Storage, Inc.",A HY-ROCK SELF STORAGE INC,966 North Baker Road,966 BAKER RD,Boonville,BOONVILLE,Indiana,IN,47601,47601,12,12,,,1120S,1120S,Indiana,Indiana,,,,None,,,,,,F,Jordan Aigner,Jordan Aigner,jordana@aignerconstruction.com,jordana@aignerconstruction.com,,F,Lindsey,Carra Meuth,lindseyf@aignerconstruction.com,carram@aignerconstruction.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,CAL Contact,CAL Contact Email,,,,,
170,Conapinski Kyle.xlsm,,7016,7016.Tax,BLANKENBERGER,BLANKENBERGER,"Blankenberger Brothers, Inc.",BLANKENBERGER BROTHERS INC,11700 Water Tank Road,11700 WATER TANK RD,Cynthiana,CYNTHIANA,Indiana,IN,47612,47612-9528,12,12,,,1120S,1120S,"Indiana, Kentucky, and Illinois","Indiana, Kentucky, and Illinois",,,,None,,,,,,F,Steve Elliott,Steve Elliott,steve.e@bbidigs.com,steve.e@bbidigs.com,,F,Steve Elliott,Steve Elliott,steve_e@bbidigs.com,steve.e@bbidigs.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
171,Conapinski Kyle.xlsm,,6807,6807.TAX,CAPITAL ELECTRIC,CAPITAL ELECTRIC,Capital Electric,CAPITAL ELECTRIC INC,315 South Tekoppel Avenue,2400 N HEIDELBACH AVE,Evansville,EVANSVILLE,Indiana,IN,47712,47711,12,12,,,1120S,1120S,"Arkansas, Illinois, Indiana, Kentucky, Missouri, and various Kentucky local returns","Arkansas, Illinois, Indiana, Kentucky, Missouri, and various Kentucky local returns",,,Review,Review,GAAP,GAAP,,,,F,Ben Wagner,Ben Wagner,bwagner@capitalelectricinc.com,bwagner@capitalelectricinc.com,,F,Susan Wannemueller,Lindsay Schmitt,susan@capitalelectricinc.com,lschmitt@capitalelectricinc.com,,,,,Book,,,,"Conapinski, Kyle","Conapinski, Kyle",,Client Name,Address,,State,ZipCode,,,,,,,,,AA Not Independent?,,,OS Client,CAL Contact,CAL Contact Email,,,Depreciation Schedule Sent w/ CAL?,,
172,Conapinski Kyle.xlsm,,9628,9628.TAX,CAPITAL ELECTRIC,CAPITAL ELECTRIC,"Prime Fire Alarm & Security, Inc.",Z NLC - PRIME FIRE ALARM AND SECURITY INC,2400 North Heidelbach Avenue,2400 N HEIDELBACH AVE,Evansville,EVANSVILLE,Indiana,IN,47711,47711,12,12,,,1120S,1120S,Indiana,Indiana,,,,None,,,,,,,Ben Wagner,Ben Wagner,bwagner@capitalelectricinc.com,bwagner@capitalelectric.com,,,Ben Wagner,Ben Wagner,bwagner@capitalelectric.com,bwagner@capitalelectric.com,Keith Rheinlander,,keith.rheinlander@yahoo.com,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,Client Name,Address,,State,,,,,,,AA Eng Ltr Type,,,,,Eng Ltr Contact Email,,,,CAL Contact 2,CAL Contact Email 2,,,
173,Conapinski Kyle.xlsm,,7135,7135.TAX,DAILY,DAILY,"AIL, Inc. d/b/a Advantage Print Solutions",AIL INC DBA ADVANTAGE PRINT SOLUTIONS,P.O. Box 15542,PO BOX 15542,Evansville,EVANSVILLE,Indiana,IN,47716,47716,12,12,,,1120S,1120S,"Indiana, Illinois, and Kentucky","Indiana, Illinois, and Kentucky",,,,None,,,,,,,Mark Daily,Mark Daily,mdaily2001@gmail.com,mdaily2001@yahoo.com,X,,Becky Brinkman,Becky Brinkman,bbrinkman@hsccpa.com,bbrinkman@hsccpa.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,,,State,,,,,,,AA Eng Ltr Type,,,,,Eng Ltr Contact Email,OS Client,,,,,,,
174,Conapinski Kyle.xlsm,,7616,7616.TAX,DUELL'S AUTOMOTIVE,DUELL'S AUTOMOTIVE,"DLD Investments, LLC",DLD INVESTMENTS LLC,4000 Division Street,5811 SHADOW CREEK LANE,Evansville,NEWBURGH,Indiana,IN,47715,47630,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,Doug Duell,Doug Duell,doug@evansvillekia.com,doug@evansvillekia.com,,F,Marilyn Bellessa,Marilyn Bellessa,marilyn@evansvillekia.com,marilyn@evansvillekia.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,City,State,ZipCode,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
175,Conapinski Kyle.xlsm,,451,,DUELL'S AUTOMOTIVE,,"Duell's Automotive Group, Inc.",,4000 Division Street,,Evansville,,Indiana,,47715,,12,,,,1120S,,Indiana,,,,Review Consolidated,,GAAP,,,,,,Marilyn Bellessa,,marilyn@evansvillekia.com,,,,Marilyn Bellessa,,marilyn@evansvillekia.com,,,,,,Book,,,,"Conapinski, Kyle",,Client Group,Client Name,Address,City,State,ZipCode,Year End,Eng Ltr Fees if Inlcluded,Tax Eng Ltr Type,States/Localities,Changes in States/Localities,AA Eng Ltr Type,AA Financial Framework (FF),AA Departure from FF?,AA Not Independent?,Eng Ltr Contact,Eng Ltr Contact Email,OS Client,CAL Contact,CAL Contact Email,CAL Contact 2,CAL Contact Email 2,Depreciation Schedule Sent w/ CAL?,"Other Comments, Changes, etc.",Primary
176,Conapinski Kyle.xlsm,,7629,7629.TAX,DUELL'S AUTOMOTIVE,DUELL'S AUTOMOTIVE,"Evansville Motorcars, Inc.",EVANSVILLE MOTOR CARS INC,4000 Division Street,4000 DIVISION ST.,Evansville,EVANSVILLE,Indiana,IN,47715,47715-3002,12,12,,,1120S,1120S,Indiana,Indiana,,,,None,,,,,,,Doug Duell,Doug Duell,doug@evansvillekia.com,doug@evansvillekia.com,,,Marilyn Bellessa,Marilyn Bellessa,marilyn@evansvillekia.com,marilyn@evansvillekia.com,,,,,Tax,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,Depreciation Schedule Sent w/ CAL?,,
177,Conapinski Kyle.xlsm,,3521,3521.TAX,EB REAL,EB REAL,"E & B Referral Company, LLC",E & B REFERRAL COMPANY LLC,7820 Eagle Crest Boulevard,7820 EAGLE CREST BLVD,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,Gretchen Muchnick,Gretchen Muchnick,gretchenmuchnick@fctuckeremge.com,gretchenmuchnick@fctuckeremge.com,X,T,Cyndy Beavin,Cyndy Beavin,cbeavin@hsccpa.com,cbeavin@hsccpa.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
178,Conapinski Kyle.xlsm,,5858,5858.TAX,EB REAL,EB REAL,"7820 Investment Group, LLC",7820 INVESTMENT GROUP LLC,7820 Eagle Crest Boulevard,7820 EAGLE CREST BLVD,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,Gretchen Muchnick,Gretchen Muchnick,gretchenmuchnick@fctuckeremge.com,gretchenmuchnick@fctuckeremge.com,,F,Sally Sigler,Sally Sigler,sallysigler@fctuckeremge.com,sallysigler@fctuckeremge.com,,,,,Tax,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,Depreciation Schedule Sent w/ CAL?,,
179,Conapinski Kyle.xlsm,,6360,6360.TAX,EB REAL,EB REAL,"Regional Title Services, LLC",REGIONAL TITLE SERVICES LLC,"7820 Eagle Crest Boulevard, Suite 201","7820 EAGLE CREST BLVD., STE 201",Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,Gretchen Muchnick,Gretchen Muchnick,gretchenmuchnick@fctuckeremge.com,gretchenmuchnick@fctuckeremge.com,,F,Sally Sigler,Sally Sigler,sallysigler@fctuckeremge.com,sallysigler@fctuckeremge.com,,,,,Book & Tax,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,Depreciation Schedule Sent w/ CAL?,,
180,Conapinski Kyle.xlsm,,8452,8452.TAX,EB REAL,EB REAL,"130 Main Street, LLC",130 MAIN STREET LLC,7820 Eagle Crest Boulevard,7820  EAGLE CREST BLVD,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,Gretchen Muchnick,Gretchen Muchnick,gretchenmuchnick@fctuckeremge.com,gretchenmuchnick@fctuckeremge.com,,F,Sally Sigler,Sally Sigler,sallysigler@fctuckeremge.com,sallysigler@fctuckeremge.com,,,,,Tax,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,Depreciation Schedule Sent w/ CAL?,,
181,Conapinski Kyle.xlsm,,2610,2610.TAX,EB REAL,EB REAL,"E & B Real Estate Services, Inc.",E&B REAL ESTATE SERVICES INC - TAX,7820 Eagle Crest Boulevard,7820 EAGLE CREST BLVD,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1120S,1120S,Indiana and Kentucky,Indiana and Kentucky,,,,None,,,,,X,T,Gretchen Muchnick,Gretchen Muchnick,gretchenmuchnick@fctuckeremge.com,gretchenmuchnick@fctuckeremge.com,X,T,Cyndy Beavin,Cyndy Beavin,cbeavin@hsccpa.com,cbeavin@hsccpa.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,Client Name,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
182,Conapinski Kyle.xlsm,,9070,9070.TAX,EB REAL,EB REAL,"KGH Real Estate, LLC",KGH REAL ESTATE LLC,509 Sandalwood Drive,8944 RUFFIAN LANE,Evansville,NEWBURGH,Indiana,IN,47715,47630,12,12,,,1120S,1120S,Indiana,Indiana,,,,None,,,,,,,Erika Haynie,Erika Haynie,erikahaynie@gmail.com,erikahaynie@gmail.com,,,Erika Haynie,Erika Haynie,erikahaynie@gmail.com,erikahaynie@gmail.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,City,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
183,Conapinski Kyle.xlsm,,8340,8340.TAX,EB REAL ESTATE,EB REAL,"JWB Real Estate Services, LLC",JWB REAL ESTATE SERVICES LLC,"7820 Eagle Crest Boulevard, Suite 200",7820 EAGLE CREST BLVD STE 200,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,John Briscoe,John Briscoe,johnbriscoe@fctuckeremge.com,johnbriscoe@fctuckeremge.com,,F,No CAL,No CAL,,,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",Client Group,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
184,Conapinski Kyle.xlsm,,9169,9169.TAX,EB REAL ESTATE,EB REAL,"Remove Pro, LLC",REMOVE PRO LLC,"7820 Eagle Crest Boulevard, Suite 200","7820 EAGLE CREST BLVD., STE. 200",Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,John Briscoe,John Briscoe,johnbriscoe@fctuckeremge.com,johnbriscoe@fctuckeremge.com,,,John Briscoe,John Briscoe,johnbriscoe@fctuckeremge.com,johnbriscoe@fctuckeremge.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",Client Group,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
185,Conapinski Kyle.xlsm,,9173,9173.TAX,ELM GROUP,ELM GROUP,"The Elm Group, LLC",ELM GROUP LLC THE,9010 Old Orchard Green,9010 OLD ORCHARD GREEN,Evansville,EVANSVILLE,Indiana,IN,47720,47720,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,E. Lynn Johnson,E. Lynn Johnson,elj1944@gmail.com,elj1944@gmail.com,,F,E. Lynn Johnson,E. Lynn Johnson,elj1944@gmail.com,elj1944@gmail.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,Client Name,,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
186,Conapinski Kyle.xlsm,,9074,9074.TAX,FOERTSCH COMPANIES,FOERTSCH COMPANIES,Lamar Leasing Company,LAMAR LEASING COMPANY,P.O. Box 16,PO BOX 16,Lamar,LAMAR,Indiana,IN,47550,47550,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,F,David Foertsch,David Foertsch,david@foertschgroup.com,david@foertschgroup.com,,F,Michelle King,Michelle King,michelle.king@foertschgroup.com,michelle.king@foertschgroup.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
187,Conapinski Kyle.xlsm,,9076,9076.TAX,FOERTSCH COMPANIES,FOERTSCH COMPANIES,"Foertsch Leasing, LLC",FOERTSCH LEASING LLC,12568 North State Road 245,12568 N STATE ROAD 245,Lamar,LAMAR,Indiana,IN,47550,47550,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,David Foertsch,David Foertsch,david@foertschgroup.com,david@foertschgroup.com,,,Michelle King,Michelle King,michelle.king@foertschgroup.com,michelle.king@foertschgroup.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
188,Conapinski Kyle.xlsm,,9939,9939.TAX,FOERTSCH COMPANIES,FOERTSCH COMPANIES,"Foertsch Group, LLC",FOERTSCH GROUP LLC,12724 North State Road 245,12724 N STATE ROAD 245,Lamar,LAMAR,Indiana,IN,47550,47550-7200,12,12,,,1120S,1120S,Indiana and Kentucky,Indiana and Kentucky,,,,None,,,,,,F,David Foertsch,David Foertsch,david@foertschgroup.com,david@foertschgroup.com,,F,Michelle King,Michelle King,michelle.king@foertschgroup.com,michelle.king@foertschgroup.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,Address,,State,ZipCode,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,,OS Client,,,,,,,
189,Conapinski Kyle.xlsm,,5978,5978.TAX,FUHS,FUHS,"Fuhs Properties, LLC",FUHS PROPERTIES LLC,550 West 36th Street,550 WEST 36TH STREET,Jasper,JASPER,Indiana,IN,47546,47546,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,Darrin Whaley,Darrin Whaley,dwhaley@necssolutions.com,dwhaley@necssolutions.com,,,Jennifer Troesch,Jennifer Troesch,jtroesch@necssolutions.com,jtroesch@necssolutions.com,,,,,,,,,"Conapinski, Kyle","Conapinski, Kyle",,,,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
